date,year,title,artist,peak_pos,last_week,weeks,rank,change,spotifyLink,spotifyID,videoLink,genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2018-10-27,,Simple,Florida Georgia Line,46,56,10,60,,spotify:track:1co0puPTYvqAdUEjFOjne9,1co0puPTYvqAdUEjFOjne9,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/1co0puPTYvqAdUEjFOjne9,0.889,0.136,199.669,0.0991,0.0848,0,4,0.375,3,185200,-3.704,0.881,1
2018-10-27,,Pass Out,Quavo Featuring 21 Savage,52,58,9,61,,spotify:track:3edzl4zvKFi0D3iuF6cs2f,3edzl4zvKFi0D3iuF6cs2f,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/3edzl4zvKFi0D3iuF6cs2f,0.786,0.195,143.038,0.208,0.0403,0,4,0.917,11,224903,-4.921,0.441,0
2018-10-27,,Medicine,Queen Naija,68,68,11,83,,spotify:track:4lFfMRH0YH4pW5gczTDbNC,4lFfMRH0YH4pW5gczTDbNC,,"[u'deep pop r&b', u'pop', u'r&b']",https://api.spotify.com/v1/audio-analysis/4lFfMRH0YH4pW5gczTDbNC,0.37,0.118,116.06,0.324,0.24,0,4,0.741,8,219136,-8.437,0.13,0
2018-10-27,,Biggest Alley Oop,Quavo,83,100,4,86,,spotify:track:6Q36XucqrejMId3RydVhch,6Q36XucqrejMId3RydVhch,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/6Q36XucqrejMId3RydVhch,0.408,0.111,75.481,0.189,0.166,0,4,0.86,0,180960,-5.389,0.0548,1
2018-10-27,,Rerun,Quavo Featuring Travis Scott,67,-,5,88,,spotify:track:0JYAsQJWIuaYUvZGF1qapT,0JYAsQJWIuaYUvZGF1qapT,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/0JYAsQJWIuaYUvZGF1qapT,0.791,0.359,153.992,0.309,0.0939,0,4,0.684,5,236948,-4.435,0.529,1
2018-10-27,,Don't Cry,Lil Wayne Featuring XXXTENTACION,32,-,17,91,,spotify:track:5BQrp63SHCVf4bzCzJePne,5BQrp63SHCVf4bzCzJePne,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/5BQrp63SHCVf4bzCzJePne,0.709,0.183,111.913,0.319,0.409,0,4,0.585,8,249450,-6.072,0.21,1
2018-10-27,,Huncho Dreams,Quavo,68,94,15,93,,spotify:track:7pVzUPjJ83QojsVcOthmxP,7pVzUPjJ83QojsVcOthmxP,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/7pVzUPjJ83QojsVcOthmxP,0.528,0.396,153.987,0.534,0.0894,2.58e-05,4,0.831,2,211963,-7.635,0.232,1
2018-10-27,,Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,96,96,2,94,,spotify:track:0kCBorRrKZkSztd9m0QI3r,0kCBorRrKZkSztd9m0QI3r,,"[u'atl hip hop', u'gangster rap', u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/0kCBorRrKZkSztd9m0QI3r,0.5,0.077,140.011,0.144,0.00183,0,4,0.938,4,201707,-10.08,0.462,0
2018-10-27,,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",NA,,NA,95,,spotify:track:2c7GlMNmF7pbohjykutmLP,2c7GlMNmF7pbohjykutmLP,,unknown,https://api.spotify.com/v1/audio-analysis/2c7GlMNmF7pbohjykutmLP,0.716,0.263,112.035,0.0351,0.0085,9.06e-06,4,0.691,7,187027,-5.985,0.507,1
2018-10-27,,"Sunrise, Sunburn, Sunset",Luke Bryan,NA,,NA,96,,spotify:track:53yTYusPQJ1AApL1hi0Dnc,53yTYusPQJ1AApL1hi0Dnc,,"[u'contemporary country', u'country', u'country road']",https://api.spotify.com/v1/audio-analysis/53yTYusPQJ1AApL1hi0Dnc,0.884,0.178,159.96,0.0584,0.185,0,4,0.472,9,216093,-2.306,0.718,1
2018-10-27,,"If I'm Lyin, I'm Flyin",Kodak Black,NA,,NA,99,,spotify:track:2uMTscYuCT3BZ0OCzH3MwN,2uMTscYuCT3BZ0OCzH3MwN,,"[u'miami hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/2uMTscYuCT3BZ0OCzH3MwN,0.617,0.186,176.108,0.242,0.1,3.62e-06,4,0.715,11,130929,-5.558,0.289,0
2018-10-27,,Lose It,Quavo Featuring Lil Baby,NA,,NA,100,,spotify:track:69PkhA9q3xCWU2CzoZnLAu,69PkhA9q3xCWU2CzoZnLAu,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/69PkhA9q3xCWU2CzoZnLAu,0.573,0.109,125.035,0.308,0.0161,0,4,0.962,7,237655,-5.924,0.728,1
2018-10-20,,Off White VLONE,Lil Baby & Gunna Featuring Lil Durk & NAV,24,54,4,54,,spotify:track:6PoKfDY78ih5OveWirggRX,6PoKfDY78ih5OveWirggRX,,"[u'atl hip hop', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/6PoKfDY78ih5OveWirggRX,0.516,0.114,140.955,0.44,0.0912,0,4,0.855,10,187465,-8.116,0.153,0
2018-10-20,,Business Is Business,Lil Baby & Gunna,48,69,15,61,,spotify:track:7roKDmJDOzkpfGpUQJ5EnL,7roKDmJDOzkpfGpUQJ5EnL,,"[u'atl hip hop', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/7roKDmJDOzkpfGpUQJ5EnL,0.638,0.105,141.943,0.0852,0.287,0,4,0.823,7,162268,-6.131,0.371,0
2018-10-20,,Is That Alright?,Lady Gaga,67,80,9,63,,spotify:track:378u8gf9qpJ4ZhxHEvrodl,378u8gf9qpJ4ZhxHEvrodl,,"[u'dance pop', u'pop']",https://api.spotify.com/v1/audio-analysis/378u8gf9qpJ4ZhxHEvrodl,0.279,0.0978,102.727,0.0372,0.868,1.25e-05,4,0.557,6,191280,-7.757,0.263,1
2018-10-20,,Let It Fly,Lil Wayne Featuring Travis Scott,45,87,4,67,,spotify:track:0CBQ0m3mufWH75LTYB3s6h,0CBQ0m3mufWH75LTYB3s6h,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/0CBQ0m3mufWH75LTYB3s6h,0.819,0.106,89.0,0.317,0.0414,0,4,0.902,1,186872,-3.321,0.746,1
2018-10-20,,Dedicate,Lil Wayne,85,96,6,78,,spotify:track:0Y7di9ZCmB6Elad5WISaPc,0Y7di9ZCmB6Elad5WISaPc,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/0Y7di9ZCmB6Elad5WISaPc,0.662,0.716,117.975,0.309,0.033,0,4,0.879,2,189909,-6.162,0.723,1
2018-10-20,,Jumpsuit,twenty one pilots,69,88,11,79,,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ,1E1uGhNdBe6Dddbgs2KqtZ,,"[u'pop punk', u'rock']",https://api.spotify.com/v1/audio-analysis/1E1uGhNdBe6Dddbgs2KqtZ,0.61,0.205,127.052,0.0373,0.00849,0.162,4,0.62,11,238560,-8.329,0.235,0
2018-10-20,,Belly,Lil Baby & Gunna,17,17,2,80,,spotify:track:1yQvL8SzbF5JCroRKk9F07,1yQvL8SzbF5JCroRKk9F07,,"[u'atl hip hop', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/1yQvL8SzbF5JCroRKk9F07,0.692,0.0846,120.011,0.0915,0.192,0,4,0.766,5,191724,-5.312,0.446,0
2018-10-20,,My Blood,twenty one pilots,75,92,12,81,,spotify:track:5HeKOKc4phmLn8e4I7EkzD,5HeKOKc4phmLn8e4I7EkzD,,"[u'pop punk', u'rock']",https://api.spotify.com/v1/audio-analysis/5HeKOKc4phmLn8e4I7EkzD,0.723,0.0977,108.999,0.0432,0.0563,0.022,4,0.749,1,229120,-6.609,0.674,1
2018-10-20,,The Way I Am,Charlie Puth,82,97,7,84,,spotify:track:6qNALlmZa1ESnCxJmXE1K9,6qNALlmZa1ESnCxJmXE1K9,,"[u'dance pop', u'pop', u'post-teen pop', u'viral pop']",https://api.spotify.com/v1/audio-analysis/6qNALlmZa1ESnCxJmXE1K9,0.769,0.0628,114.966,0.186,0.314,2.38e-06,4,0.755,10,186080,-5.658,0.642,0
2018-10-20,,Can't Be Broken,Lil Wayne,32,-,17,91,,spotify:track:5cGpjfgAvidLy6znwkCxkP,5cGpjfgAvidLy6znwkCxkP,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/5cGpjfgAvidLy6znwkCxkP,0.577,0.086,99.288,0.202,0.121,0,5,0.578,2,193243,-5.997,0.154,0
2018-10-20,,Maybe It's Time,Bradley Cooper,68,94,15,93,,spotify:track:4z2XPrpHz1raJibarWFY7Z,4z2XPrpHz1raJibarWFY7Z,,[u'hollywood'],https://api.spotify.com/v1/audio-analysis/4z2XPrpHz1raJibarWFY7Z,0.282,0.0981,79.776,0.0374,0.798,1.23e-06,4,0.699,7,159293,-7.65,0.359,1
2018-10-20,,Nico And The Niners,twenty one pilots,NA,,NA,95,,spotify:track:5SehvGGC53A7SZKCLXQcyt,5SehvGGC53A7SZKCLXQcyt,,"[u'pop punk', u'rock']",https://api.spotify.com/v1/audio-analysis/5SehvGGC53A7SZKCLXQcyt,0.602,0.318,140.081,0.185,0.0699,7.01e-06,4,0.728,9,225040,-7.748,0.328,0
2018-10-20,,Deep End,Lil Baby,NA,,NA,97,,spotify:track:16QjPRt5HYK0dnLGmGRCvf,16QjPRt5HYK0dnLGmGRCvf,,"[u'atl hip hop', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/16QjPRt5HYK0dnLGmGRCvf,0.54,0.0982,150.18,0.5,0.269,0,4,0.669,11,174662,-8.118,0.415,1
2018-10-20,,I Am,Lil Baby & Gunna,NA,,NA,98,,spotify:track:3F57PtOdqRpD6euFYqtKXX,3F57PtOdqRpD6euFYqtKXX,,"[u'atl hip hop', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/3F57PtOdqRpD6euFYqtKXX,0.481,0.122,129.97,0.415,0.348,0,4,0.819,1,145060,-6.67,0.279,1
2018-10-13,,What About Me,Lil Wayne Featuring Sosamann,3,5,3,24,,spotify:track:3JX0dOCIAiaR8MP3ryXWuM,3JX0dOCIAiaR8MP3ryXWuM,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/3JX0dOCIAiaR8MP3ryXWuM,0.44,0.122,118.089,0.0401,0.0263,1.9e-06,4,0.784,10,216961,-6.566,0.22,1
2018-10-13,,Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,12,29,30,26,,spotify:track:5IvdLxVB8gwwcgnEkXSSW2,5IvdLxVB8gwwcgnEkXSSW2,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/5IvdLxVB8gwwcgnEkXSSW2,0.457,0.0905,73.724,0.297,0.525,0,4,0.603,11,242972,-5.384,0.458,1
2018-10-13,,Famous,Lil Wayne Featuring Reginae Carter,46,46,9,36,,spotify:track:05r1GGg1Rhs0RcUg27C82a,05r1GGg1Rhs0RcUg27C82a,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/05r1GGg1Rhs0RcUg27C82a,0.568,0.25,149.857,0.143,0.0301,0,4,0.624,9,242050,-5.664,0.115,1
2018-10-13,,Dope N****z,Lil Wayne Featuring Snoop Dogg,42,43,9,39,,,,,"[u'hip hop', u'pop rap', u'rap']",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2018-10-13,,Open Letter,Lil Wayne,56,56,6,47,,spotify:track:2DnH4XlEkghUdE8ymdVom5,2DnH4XlEkghUdE8ymdVom5,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/2DnH4XlEkghUdE8ymdVom5,0.55,0.139,97.01,0.359,0.0283,0,4,0.769,9,269287,-6.299,0.36,0
2018-10-13,,Problems,Lil Wayne,13,40,4,57,,spotify:track:0ubdf6zWT1It2saK41SkO0,0ubdf6zWT1It2saK41SkO0,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/0ubdf6zWT1It2saK41SkO0,0.571,0.252,139.996,0.312,0.0169,0,4,0.807,2,208504,-6.937,0.0993,1
2018-10-13,,Hittas,Lil Wayne,77,77,4,59,,spotify:track:5s6pKnF3ZPtuqvEx1i1V7U,5s6pKnF3ZPtuqvEx1i1V7U,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/5s6pKnF3ZPtuqvEx1i1V7U,0.765,0.216,144.046,0.439,0.276,0,4,0.788,2,223617,-3.93,0.667,1
2018-10-13,,Open Safe,Lil Wayne,65,68,7,62,,spotify:track:7EgI0dCaQuHFe3OTj5EpWI,7EgI0dCaQuHFe3OTj5EpWI,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/7EgI0dCaQuHFe3OTj5EpWI,0.598,0.0549,96.012,0.156,0.00705,0,4,0.929,1,223939,-5.373,0.501,1
2018-10-13,,Took His Time,Lil Wayne,45,66,18,65,,spotify:track:1Dk3CfJEtqvj7Xg2AWwfEn,1Dk3CfJEtqvj7Xg2AWwfEn,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/1Dk3CfJEtqvj7Xg2AWwfEn,0.703,0.325,149.988,0.213,0.144,0,4,0.752,5,262400,-3.417,0.641,0
2018-10-13,,Mess,Lil Wayne,64,-,2,74,,spotify:track:6y4pOReFqH2wzo4CV91cZC,6y4pOReFqH2wzo4CV91cZC,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/6y4pOReFqH2wzo4CV91cZC,0.579,0.214,145.994,0.0895,0.479,9.58e-05,4,0.641,9,212428,-8.278,0.421,1
2018-10-13,,Let It All Work Out,Lil Wayne,32,80,16,75,,spotify:track:3BUWNzPWz2mDbptZmGEXpB,3BUWNzPWz2mDbptZmGEXpB,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/3BUWNzPWz2mDbptZmGEXpB,0.562,0.302,135.014,0.164,0.0216,0,4,0.552,11,316192,-6.862,0.439,1
2018-10-13,,Start This S**t Off Right,Lil Wayne Featuring Ashanti & Mack Maine,86,95,4,76,,,,,"[u'hip hop', u'pop rap', u'rap']",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2018-10-13,,Used 2,Lil Wayne,85,96,6,78,,spotify:track:68lOQPb5tX8U2cQRuas0L2,68lOQPb5tX8U2cQRuas0L2,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/68lOQPb5tX8U2cQRuas0L2,0.666,0.115,87.634,0.487,0.337,0,4,0.678,5,240199,-6.949,0.523,1
2018-10-13,,Rap Devil,Machine Gun Kelly,69,88,11,79,,spotify:track:63TyoT9Ee03rQxv8xmdJ2l,63TyoT9Ee03rQxv8xmdJ2l,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/63TyoT9Ee03rQxv8xmdJ2l,0.839,0.239,149.951,0.227,0.217,3e-06,4,0.895,0,286117,-4.512,0.756,1
2018-10-13,,Demon,Lil Wayne,75,92,12,81,,spotify:track:1kaxyXcAi5ZHF3Q94QXsHK,1kaxyXcAi5ZHF3Q94QXsHK,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/1kaxyXcAi5ZHF3Q94QXsHK,0.615,0.13,140.04,0.171,0.273,0,4,0.754,4,214314,-5.346,0.345,0
2018-10-13,,Perfect Strangers,Lil Wayne,83,-,3,86,,spotify:track:4E3qImtJzRqLt8ZZyLceOE,4E3qImtJzRqLt8ZZyLceOE,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/4E3qImtJzRqLt8ZZyLceOE,0.644,0.095,146.178,0.232,0.4,0,4,0.746,7,249751,-2.605,0.542,1
2018-10-13,,Dope New Gospel,Lil Wayne Featuring Nivea,96,-,2,90,,spotify:track:7cG6SxmQ24hQWnR8UThrk2,7cG6SxmQ24hQWnR8UThrk2,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/7cG6SxmQ24hQWnR8UThrk2,0.719,0.109,116.77,0.301,0.227,0,4,0.651,0,207187,-3.924,0.402,1
2018-10-13,,Head Above Water,Avril Lavigne,68,94,15,93,,spotify:track:1N7YeVU0ZwAFbOhwM61ef6,1N7YeVU0ZwAFbOhwM61ef6,,"[u'canadian pop', u'candy pop', u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/1N7YeVU0ZwAFbOhwM61ef6,0.694,0.102,129.921,0.0706,0.0112,0,4,0.578,5,220850,-5.351,0.268,1
2018-10-06,,Perfect,Ed Sheeran,1,23,57,21,,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,,[u'pop'],https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,0.448,0.106,95.05,0.0232,0.163,0,3,0.599,8,263400,-6.312,0.168,1
2018-10-06,,Nice For What,Drake,1,37,25,39,,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,3CA9pLiwRIGtUBiMjbZmRw,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/3CA9pLiwRIGtUBiMjbZmRw,0.909,0.119,93.394,0.0705,0.0891,0.000109,4,0.586,8,210747,-6.474,0.757,1
2018-10-06,,God's Plan,Drake,1,40,36,45,,spotify:track:6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,0.449,0.552,77.169,0.109,0.0332,8.29e-05,4,0.754,7,198973,-9.211,0.357,1
2018-10-06,,Barbie Dreams,Nicki Minaj,41,79,20,70,,spotify:track:28eiD8ukLWhTvoDm1ZFPK0,28eiD8ukLWhTvoDm1ZFPK0,,"[u'dance pop', u'hip pop', u'pop', u'pop rap']",https://api.spotify.com/v1/audio-analysis/28eiD8ukLWhTvoDm1ZFPK0,0.786,0.193,87.99,0.337,0.312,0,4,0.848,8,279867,-4.133,0.694,0
2018-10-06,,All Girls Are The Same,Juice WRLD,75,81,10,72,,spotify:track:0XySogm94T51XF5F2jumXm,0XySogm94T51XF5F2jumXm,,"[u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/0XySogm94T51XF5F2jumXm,0.529,0.0856,161.989,0.307,0.0769,0.000335,4,0.671,0,165820,-7.226,0.203,1
2018-10-06,,Fall,Eminem,76,82,6,73,,spotify:track:58QhkbaAkLFnn7JwAnAato,58QhkbaAkLFnn7JwAnAato,,"[u'detroit hip hop', u'g funk', u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/58QhkbaAkLFnn7JwAnAato,0.546,0.112,182.973,0.295,0.227,0,4,0.83,1,262494,-5.716,0.535,1
2018-10-06,,Life Changes,Thomas Rhett,81,96,2,78,,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,0OWZFobGSIW9GrSlQ9C5pc,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,0.408,0.13,85.008,0.0237,0.113,0,4,0.588,3,205453,-8.662,0.484,1
2018-10-06,,Hooked,Dylan Scott,82,84,5,79,,spotify:track:3DV49ruvI5Sl6iisPZAc2c,3DV49ruvI5Sl6iisPZAc2c,,"[u'canadian contemporary country', u'contemporary country', u'country road', u'lift kit', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/3DV49ruvI5Sl6iisPZAc2c,0.721,0.0832,132.054,0.0356,0.0362,0,4,0.597,9,149293,-6.422,0.437,1
2018-10-06,,Yosemite,Travis Scott,8,80,8,84,,spotify:track:7lAK3oHbfEnvUQWosrMMpR,7lAK3oHbfEnvUQWosrMMpR,,"[u'pop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/7lAK3oHbfEnvUQWosrMMpR,0.554,0.116,128.047,0.0409,0.283,3.4e-06,4,0.785,0,150043,-6.571,0.144,1
2018-10-06,,Stargazing,Travis Scott,33,66,3,87,,spotify:track:7wBJfHzpfI3032CSD7CE2m,7wBJfHzpfI3032CSD7CE2m,,"[u'pop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/7wBJfHzpfI3032CSD7CE2m,0.789,0.189,150.007,0.044,0.00947,4.05e-06,4,0.487,8,270715,-3.69,0.0564,1
2018-10-06,,Lean Wit Me,Juice WRLD,63,75,11,89,,spotify:track:29tc0GbW0pTSBZSCZF3NWk,29tc0GbW0pTSBZSCZF3NWk,,"[u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/29tc0GbW0pTSBZSCZF3NWk,0.651,0.0896,163.935,0.156,0.0414,0,4,0.665,1,175755,-5.515,0.237,1
2018-10-06,,Self Care,Mac Miller,71,89,9,90,,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,5bJ1DrEM4hNCafcDd1oxHx,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/5bJ1DrEM4hNCafcDd1oxHx,0.538,0.119,141.894,0.206,0.367,0.00187,4,0.52,1,345133,-8.109,0.177,1
2018-10-06,,OTW,"Khalid, Ty Dolla $ign & 6LACK",8,59,4,91,,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,6Hgh47WXVKtXN5zGOu0hjI,,unknown,https://api.spotify.com/v1/audio-analysis/6Hgh47WXVKtXN5zGOu0hjI,0.678,0.106,72.989,0.0541,0.183,3.26e-05,4,0.652,2,263014,-6.183,0.28,1
2018-10-06,,Remind Me To Forget,Kygo Featuring Miguel,72,98,7,93,,spotify:track:5sIx4BlfYGuZeSLF40N9GH,5sIx4BlfYGuZeSLF40N9GH,,"[u'edm', u'pop', u'tropical house']",https://api.spotify.com/v1/audio-analysis/5sIx4BlfYGuZeSLF40N9GH,0.508,0.139,99.063,0.0987,0.193,0,4,0.685,0,217287,-6.4,0.315,1
2018-10-06,,The Ringer,Eminem,94,-,2,95,,spotify:track:2jt2WxXMCD4zjACthkJQVE,2jt2WxXMCD4zjACthkJQVE,,"[u'detroit hip hop', u'g funk', u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/2jt2WxXMCD4zjACthkJQVE,0.551,0.192,118.552,0.291,0.0311,0,4,0.939,1,337941,-9.126,0.42,1
2018-10-06,,Apes**t,The Carters,NA,,NA,97,,spotify:track:0B08s1tLWCXoFmGP0vIubM,0B08s1tLWCXoFmGP0vIubM,,"[u'pop', u'rap']",https://api.spotify.com/v1/audio-analysis/0B08s1tLWCXoFmGP0vIubM,0.783,0.176,160.034,0.266,0.016,0,4,0.698,2,264853,-6.503,0.378,1
2018-10-06,,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,NA,,NA,98,,spotify:track:7IBSffWIu7P2MC7kMwy2FM,7IBSffWIu7P2MC7kMwy2FM,,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/7IBSffWIu7P2MC7kMwy2FM,0.477,0.0929,127.023,0.0587,0.307,0,4,0.877,9,226743,-7.379,0.552,0
2018-10-06,,Solo,Clean Bandit Featuring Demi Lovato,NA,,NA,99,,spotify:track:6kPJZM97LwdG9QIsT7khp6,6kPJZM97LwdG9QIsT7khp6,,"[u'dance pop', u'edm', u'pop', u'post-teen pop', u'tropical house', u'uk funky']",https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6,0.636,0.35,105.005,0.0437,0.0441,6.66e-05,4,0.737,11,222653,-4.546,0.565,0
2018-10-06,,Vaina Loca,Ozuna x Manuel Turizo,NA,,NA,100,,spotify:track:48zFZh27QU5qsrBjn4C2FA,48zFZh27QU5qsrBjn4C2FA,,"[u'reggaeton', u'trap latino']",https://api.spotify.com/v1/audio-analysis/48zFZh27QU5qsrBjn4C2FA,0.805,0.203,93.983,0.0752,0.315,0,4,0.754,6,176133,-4.249,0.555,1
2018-09-29,,Pretty Little Fears,6LACK Featuring J. Cole,13,73,14,76,,spotify:track:4at3d5QWnlibMVN75ECDrp,4at3d5QWnlibMVN75ECDrp,,"[u'atl hip hop', u'hip hop', u'indie r&b', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/4at3d5QWnlibMVN75ECDrp,0.466,0.0847,192.08,0.372,0.711,0.000264,4,0.611,9,240342,-11.361,0.223,1
2018-09-29,,Mercy,Brett Young,25,86,7,78,,spotify:track:2VIPU72L6tIR4w8J8ap6Kp,2VIPU72L6tIR4w8J8ap6Kp,,[u'contemporary country'],https://api.spotify.com/v1/audio-analysis/2VIPU72L6tIR4w8J8ap6Kp,0.367,0.0999,71.957,0.0266,0.84,0,4,0.638,4,217120,-7.906,0.219,1
2018-09-29,,Side Effects,The Chainsmokers Featuring Emily Warren,57,99,17,88,,spotify:track:2R1SAwD9ghptx1fA9kg1q9,2R1SAwD9ghptx1fA9kg1q9,,"[u'edm', u'electropop', u'pop', u'tropical house']",https://api.spotify.com/v1/audio-analysis/2R1SAwD9ghptx1fA9kg1q9,0.741,0.566,110.032,0.0317,0.0013,0,4,0.662,8,173840,-5.256,0.532,1
2018-09-29,,Cry Pretty,Carrie Underwood,16,77,3,90,,spotify:track:47gqRMoIkFm7Rac86xZVh7,47gqRMoIkFm7Rac86xZVh7,,"[u'contemporary country', u'country', u'country dawn', u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/47gqRMoIkFm7Rac86xZVh7,0.736,0.109,140.299,0.0459,0.00495,0,3,0.351,6,246467,-3.318,0.237,1
2018-09-29,,Not Alike,Eminem Featuring Royce Da 5'9,58,91,13,94,,spotify:track:28FGV3ORH14MYORd7s5dlU,28FGV3ORH14MYORd7s5dlU,,"[u'detroit hip hop', u'g funk', u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/28FGV3ORH14MYORd7s5dlU,0.756,0.339,140.005,0.32,0.0692,0,4,0.904,10,288087,-3.746,0.342,1
2018-09-29,,Kamikaze,Eminem,NA,,NA,99,,spotify:track:60SdxE8apGAxMiRrpbmLY0,60SdxE8apGAxMiRrpbmLY0,,"[u'detroit hip hop', u'g funk', u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,0.786,0.127,153.068,0.306,0.0627,0,4,0.876,10,244679,-4.884,0.575,0
2018-09-22,,Mine,Bazzi,49,53,11,46,,spotify:track:7uzmGiiJyRfuViKKK3lVmR,7uzmGiiJyRfuViKKK3lVmR,,"[u'dance pop', u'pop', u'post-teen pop', u'rap']",https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,0.789,0.451,142.929,0.0722,0.0161,2.77e-06,4,0.71,4,131064,-3.874,0.717,1
