date,artist,title,rank,peak_pos,last_week,weeks
2018-12-08,Travis Scott,Sicko Mode,1,,,17
2018-12-08,Ariana Grande,"Thank U, Next",2,1,1,4
2018-12-08,Marshmello & Bastille,Happier,3,3,3,15
2018-12-08,Halsey,Without Me,4,4,4,8
2018-12-08,Panic! At The Disco,High Hopes,5,5,6,17
2018-12-08,Sheck Wes,Mo Bamba,6,6,7,14
2018-12-08,Kodak Black Featuring Travis Scott & Offset,ZEZE,7,2,10,7
2018-12-08,Lil Baby & Gunna,Drip Too Hard,8,4,9,11
2018-12-08,Maroon 5 Featuring Cardi B,Girls Like You,9,1,8,27
2018-12-08,Juice WRLD,Lucid Dreams,10,2,5,29
2018-12-08,Post Malone,Better Now,11,3,11,31
2018-12-08,5 Seconds Of Summer,Youngblood,12,7,12,26
2018-12-08,Ariana Grande,Breathin,13,13,13,15
2018-12-08,Mariah Carey,All I Want For Christmas Is You,14,9,29,26
2018-12-08,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,15,14,14,11
2018-12-08,Ella Mai,Trip,16,11,15,17
2018-12-08,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),17,9,16,6
2018-12-08,"Benny Blanco, Halsey & Khalid",Eastside,18,17,17,20
2018-12-08,Bad Bunny Featuring Drake,MIA,19,5,18,7
2018-12-08,Khalid & Normani,Love Lies,20,9,19,41
2018-12-08,Andy Williams,It's The Most Wonderful Time Of The Year,21,21,-,6
2018-12-08,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,22,11,22,9
2018-12-08,Brenda Lee,Rockin' Around The Christmas Tree,23,14,-,23
2018-12-08,Cardi B,Money,24,13,21,6
2018-12-08,Imagine Dragons,Natural,25,13,20,19
2018-12-08,Burl Ives,A Holly Jolly Christmas,26,26,-,6
2018-12-08,Flipp Dinero,Leave Me Alone,27,27,28,11
2018-12-08,Lady Gaga & Bradley Cooper,Shallow,28,5,23,9
2018-12-08,Khalid,Better,29,29,43,11
2018-12-08,Bazzi Featuring Camila Cabello,Beautiful,30,30,30,17
2018-12-08,"Cardi B, Bad Bunny & J Balvin",I Like It,31,1,24,34
2018-12-08,lovelytheband,Broken,32,29,35,20
2018-12-08,Bobby Helms,Jingle Bell Rock,33,29,-,21
2018-12-08,Ariana Grande,God Is A Woman,34,8,26,20
2018-12-08,Tyga Featuring Offset,Taste,35,8,27,27
2018-12-08,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,36,3,38,19
2018-12-08,Drake,In My Feelings,37,1,25,22
2018-12-08,Dan + Shay,Speechless,38,33,33,12
2018-12-08,Nat King Cole,The Christmas Song (Merry Christmas To You),39,37,-,13
2018-12-08,Lil Wayne,Uproar,40,7,37,9
2018-12-08,Kane Brown,Lose It,41,28,40,20
2018-12-08,Luke Combs,She Got The Best Of Me ,42,34,34,16
2018-12-08,Wham!,Last Christmas,43,41,-,5
2018-12-08,Lil Baby & Drake,Yes Indeed,44,6,31,29
2018-12-08,Dan + Shay,Tequila,45,21,36,38
2018-12-08,Drake,Nonstop,46,2,32,22
2018-12-08,Cardi B Featuring Kehlani,Ring,47,28,41,19
2018-12-08,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,48,48,51,15
2018-12-08,Jimmie Allen,Best Shot,49,46,47,11
2018-12-08,Ella Mai,Boo'd Up,50,5,42,35
2018-12-08,NF,Lie,51,48,48,18
2018-12-08,Billie Eilish,When The Party's Over,52,52,52,6
2018-12-08,Mitchell Tenpenny,Drunk Me,53,53,55,16
2018-12-08,XXXTENTACION,BAD!,54,16,39,3
2018-12-08,Juice WRLD,Armed And Dangerous,55,44,53,3
2018-12-08,Shawn Mendes X Zedd,Lost In Japan,56,48,54,10
2018-12-08,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,57,28,49,5
2018-12-08,6ix9ine Featuring Nicki Minaj & Kanye West,MAMA,58,44,58,20
2018-12-08,6ix9ine Featuring Tory Lanez,KIKA,59,25,85,8
2018-12-08,Lauren Daigle,You Say,60,28,57,8
2018-12-08,6ix9ine Featuring Bobby Shmurda,STOOPID,61,26,64,6
2018-12-08,6ix9ine Featuring Lil Baby,TIC TOC,62,65,76,5
2018-12-08,Lil Baby,Close Friends,63,52,61,5
2018-12-08,Future & Juice WRLD,Fine China,64,56,56,18
2018-12-08,Dean Lewis,Be Alright,65,56,60,14
2018-12-08,Trippie Redd,Topanga,66,42,63,4
2018-12-08,Yella Beezy,That's On Me,67,55,68,3
2018-12-08,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),68,47,66,10
2018-12-08,Billie Eilish,Come Out And Play,69,69,69,6
2018-12-08,Metro Boomin Featuring 21 Savage,10 Freaky Girls,70,72,72,5
2018-12-08,6ix9ine Featuring A Boogie Wit da Hoodie,WAKA,71,65,65,7
2018-12-08,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,72,77,82,4
2018-12-08,French Montana Featuring Drake,No Stylist,73,35,59,20
2018-12-08,Dierks Bentley Featuring Brothers Osborne,Burning Man,74,63,67,13
2018-12-08,Tory Lanez & Rich The Kid,Talk To Me,75,63,71,5
2018-12-08,Pardison Fontaine Featuring Cardi B,Backin' It Up,76,81,88,3
2018-12-08,Camila Cabello,Consequences,77,73,73,7
2018-12-08,Bebe Rexha,I'm A Mess,78,78,80,7
2018-12-08,Chris Young,Hangin' On,79,79,79,4
2018-12-08,Tyga & Nicki Minaj,Dip,80,15,70,8
2018-12-08,Dustin Lynch,Good Girl,81,30,-,5
2018-12-08,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,82,62,62,8
2018-12-08,Billie Eilish & Khalid,Lovely,83,87,87,3
2018-12-08,Anuel AA & Romeo Santos,Ella Quiere Beber,84,52,77,15
2018-12-08,Lil Baby & Gunna Featuring Drake,Never Recover,85,51,74,4
2018-12-08,6ix9ine Featuring Anuel AA,BEBE,86,90,90,3
2018-12-08,Maren Morris,Rich,87,75,83,19
2018-12-08,Thomas Rhett,Sixteen,88,94,99,2
2018-12-08,Russell Dickerson,Blue Tacoma,89,38,78,4
2018-12-08,Jacquees,You,90,96,97,2
2018-12-08,Metro Boomin Featuring Gunna,Space Cadet,91,6,75,12
2018-12-08,Kip Moore,Last Shot,92,13,84,11
2018-12-08,Daniel Caesar Featuring H.E.R.,Best Part,93,80,93,10
2018-12-08,Jason Aldean,Girl Like You,94,98,98,2
2018-12-08,Metro Boomin Featuring 21 Savage,Don't Come Out The House,95,,,
2018-12-08,Billie Eilish,Ocean Eyes,96,,,
2018-12-08,Kanye West & Lil Pump,I Love It,97,,,
2018-12-08,Lil Peep & XXXTENTACION,Falling Down,98,,,
2018-12-08,Lil Mosey,Noticed,99,,,
2018-12-08,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,100,,,
2018-12-01,Ariana Grande,"Thank U, Next",1,,,3
2018-12-01,Travis Scott,Sicko Mode,2,2,2,16
2018-12-01,Marshmello & Bastille,Happier,3,3,3,14
2018-12-01,Halsey,Without Me,4,4,4,7
2018-12-01,Juice WRLD,Lucid Dreams,5,2,6,28
2018-12-01,Panic! At The Disco,High Hopes,6,6,8,16
2018-12-01,Sheck Wes,Mo Bamba,7,7,7,13
2018-12-01,Maroon 5 Featuring Cardi B,Girls Like You,8,1,5,26
2018-12-01,Lil Baby & Gunna,Drip Too Hard,9,4,10,10
2018-12-01,Kodak Black Featuring Travis Scott & Offset,ZEZE,10,2,9,6
2018-12-01,Post Malone,Better Now,11,3,11,30
2018-12-01,5 Seconds Of Summer,Youngblood,12,7,12,25
2018-12-01,Ariana Grande,Breathin,13,13,14,14
2018-12-01,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,14,14,17,10
2018-12-01,Ella Mai,Trip,15,11,18,16
2018-12-01,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),16,9,22,5
2018-12-01,"Benny Blanco, Halsey & Khalid",Eastside,17,17,21,19
2018-12-01,Bad Bunny Featuring Drake,MIA,18,5,19,6
2018-12-01,Khalid & Normani,Love Lies,19,9,20,40
2018-12-01,Imagine Dragons,Natural,20,13,13,18
2018-12-01,Cardi B,Money,21,13,25,5
2018-12-01,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,22,11,15,8
2018-12-01,Lady Gaga & Bradley Cooper,Shallow,23,5,24,8
2018-12-01,"Cardi B, Bad Bunny & J Balvin",I Like It,24,1,26,33
2018-12-01,Drake,In My Feelings,25,1,29,21
2018-12-01,Ariana Grande,God Is A Woman,26,8,23,19
2018-12-01,Tyga Featuring Offset,Taste,27,8,27,26
2018-12-01,Flipp Dinero,Leave Me Alone,28,28,37,10
2018-12-01,Mariah Carey,All I Want For Christmas Is You,29,9,-,25
2018-12-01,Bazzi Featuring Camila Cabello,Beautiful,30,30,32,16
2018-12-01,Lil Baby & Drake,Yes Indeed,31,6,30,28
2018-12-01,Drake,Nonstop,32,2,33,21
2018-12-01,Dan + Shay,Speechless,33,33,38,11
2018-12-01,Luke Combs,She Got The Best Of Me ,34,34,35,15
2018-12-01,lovelytheband,Broken,35,29,31,19
2018-12-01,Dan + Shay,Tequila,36,21,36,37
2018-12-01,Lil Wayne,Uproar,37,7,34,8
2018-12-01,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,38,3,42,18
2018-12-01,XXXTENTACION,BAD!,39,16,16,2
2018-12-01,Kane Brown,Lose It,40,28,28,19
2018-12-01,Cardi B Featuring Kehlani,Ring,41,28,39,18
2018-12-01,Ella Mai,Boo'd Up,42,5,43,34
2018-12-01,Khalid,Better,43,34,51,10
2018-12-01,Lauv,I Like Me Better,44,27,41,41
2018-12-01,Post Malone Featuring Ty Dolla $ign,Psycho,45,1,48,39
2018-12-01,XXXTENTACION,Sad!,46,1,45,38
2018-12-01,Jimmie Allen,Best Shot,47,46,46,10
2018-12-01,NF,Lie,48,48,50,17
2018-12-01,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,49,28,60,4
2018-12-01,Queen,Bohemian Rhapsody,50,2,40,44
2018-12-01,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,51,51,57,14
2018-12-01,Billie Eilish,When The Party's Over,52,52,59,5
2018-12-01,Juice WRLD,Armed And Dangerous,53,44,44,2
2018-12-01,Shawn Mendes X Zedd,Lost In Japan,54,48,53,9
2018-12-01,Mitchell Tenpenny,Drunk Me,55,54,54,15
2018-12-01,Yella Beezy,That's On Me,56,56,61,17
2018-12-01,Lil Baby,Close Friends,57,28,58,7
2018-12-01,Lauren Daigle,You Say,58,44,64,19
2018-12-01,Bebe Rexha,I'm A Mess,59,35,47,19
2018-12-01,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),60,56,62,13
2018-12-01,Trippie Redd,Topanga,61,52,52,4
2018-12-01,Maren Morris,Rich,62,62,68,7
2018-12-01,Metro Boomin Featuring 21 Savage,10 Freaky Girls,63,42,56,3
2018-12-01,Future & Juice WRLD,Fine China,64,26,65,5
2018-12-01,Pardison Fontaine Featuring Cardi B,Backin' It Up,65,65,74,6
2018-12-01,French Montana Featuring Drake,No Stylist,66,47,69,9
2018-12-01,Chris Young,Hangin' On,67,63,67,12
2018-12-01,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,68,55,55,2
2018-12-01,Dierks Bentley Featuring Brothers Osborne,Burning Man,69,69,75,5
2018-12-01,Lil Baby & Gunna Featuring Drake,Never Recover,70,15,70,7
2018-12-01,Tyga & Nicki Minaj,Dip,71,63,78,4
2018-12-01,Tory Lanez & Rich The Kid,Talk To Me,72,72,80,4
2018-12-01,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,73,73,77,6
2018-12-01,Metro Boomin Featuring Gunna,Space Cadet,74,51,66,3
2018-12-01,Kanye West & Lil Pump,I Love It,75,6,71,11
2018-12-01,Dean Lewis,Be Alright,76,76,81,4
2018-12-01,Russell Dickerson,Blue Tacoma,77,52,76,14
2018-12-01,Metro Boomin Featuring 21 Savage,Don't Come Out The House,78,38,63,3
2018-12-01,Anuel AA & Romeo Santos,Ella Quiere Beber,79,79,86,3
2018-12-01,Billie Eilish & Khalid,Lovely,80,78,-,6
2018-12-01,Kodak Black,Take One,81,82,83,3
2018-12-01,Camila Cabello,Consequences,82,75,84,18
2018-12-01,Daniel Caesar Featuring H.E.R.,Best Part,83,13,72,10
2018-12-01,Lil Peep & XXXTENTACION,Falling Down,84,25,88,7
2018-12-01,6ix9ine Featuring Bobby Shmurda,STOOPID,85,52,82,15
2018-12-01,Quavo,W O R K I N  M E,86,87,91,2
2018-12-01,Thomas Rhett,Sixteen,87,88,93,2
2018-12-01,Dustin Lynch,Good Girl,88,6,92,12
2018-12-01,Eminem Featuring Joyner Lucas,Lucky You,89,90,95,2
2018-12-01,Kip Moore,Last Shot,90,2,87,8
2018-12-01,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,91,80,90,9
2018-12-01,City Girls Featuring Cardi B,Twerk,92,94,-,5
2018-12-01,Lil Mosey,Noticed,93,68,94,15
2018-12-01,Silk City x Dua Lipa,Electricity,94,96,96,2
2018-12-01,Eric Church,Desperate Man,95,,,
2018-12-01,Chris Stapleton,Millionaire,96,,,
2018-12-01,Billie Eilish,Ocean Eyes,97,,,
2018-12-01,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,98,,,
2018-12-01,Jason Aldean,Girl Like You,99,,,
2018-12-01,AJR,Burn The House Down,100,,,
2018-11-24,Ariana Grande,"Thank U, Next",1,,,2
2018-11-24,Travis Scott,Sicko Mode,2,2,3,15
2018-11-24,Marshmello & Bastille,Happier,3,3,4,13
2018-11-24,Halsey,Without Me,4,4,6,6
2018-11-24,Maroon 5 Featuring Cardi B,Girls Like You,5,1,2,25
2018-11-24,Juice WRLD,Lucid Dreams,6,2,5,27
2018-11-24,Sheck Wes,Mo Bamba,7,7,9,12
2018-11-24,Panic! At The Disco,High Hopes,8,8,12,15
2018-11-24,Kodak Black Featuring Travis Scott & Offset,ZEZE,9,2,8,5
2018-11-24,Lil Baby & Gunna,Drip Too Hard,10,4,10,9
2018-11-24,Post Malone,Better Now,11,3,7,29
2018-11-24,5 Seconds Of Summer,Youngblood,12,7,11,24
2018-11-24,Imagine Dragons,Natural,13,13,15,17
2018-11-24,Ariana Grande,Breathin,14,14,21,13
2018-11-24,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,15,11,16,7
2018-11-24,XXXTENTACION,BAD!,16,14,14,9
2018-11-24,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,17,11,17,15
2018-11-24,Ella Mai,Trip,18,5,19,5
2018-11-24,Bad Bunny Featuring Drake,MIA,19,9,13,39
2018-11-24,Khalid & Normani,Love Lies,20,18,18,18
2018-11-24,"Benny Blanco, Halsey & Khalid",Eastside,21,9,23,4
2018-11-24,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),22,8,20,18
2018-11-24,Ariana Grande,God Is A Woman,23,5,22,7
2018-11-24,Lady Gaga & Bradley Cooper,Shallow,24,13,24,4
2018-11-24,Cardi B,Money,25,1,25,32
2018-11-24,"Cardi B, Bad Bunny & J Balvin",I Like It,26,8,26,25
2018-11-24,Tyga Featuring Offset,Taste,27,28,53,18
2018-11-24,Kane Brown,Lose It,28,1,27,20
2018-11-24,Drake,In My Feelings,29,6,30,27
2018-11-24,Lil Baby & Drake,Yes Indeed,30,29,29,18
2018-11-24,lovelytheband,Broken,31,31,32,15
2018-11-24,Bazzi Featuring Camila Cabello,Beautiful,32,2,28,20
2018-11-24,Drake,Nonstop,33,7,34,7
2018-11-24,Lil Wayne,Uproar,34,35,39,14
2018-11-24,Luke Combs,She Got The Best Of Me ,35,21,43,36
2018-11-24,Dan + Shay,Tequila,36,37,41,9
2018-11-24,Flipp Dinero,Leave Me Alone,37,38,45,10
2018-11-24,Dan + Shay,Speechless,38,28,36,17
2018-11-24,Cardi B Featuring Kehlani,Ring,39,2,33,43
2018-11-24,Queen,Bohemian Rhapsody,40,27,37,40
2018-11-24,Lauv,I Like Me Better,41,3,31,17
2018-11-24,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,42,5,40,33
2018-11-24,Ella Mai,Boo'd Up,43,1,46,37
2018-11-24,Juice WRLD,Armed And Dangerous,44,46,50,9
2018-11-24,XXXTENTACION,Sad!,45,35,35,18
2018-11-24,Jimmie Allen,Best Shot,46,1,48,38
2018-11-24,Bebe Rexha,I'm A Mess,47,16,44,24
2018-11-24,Post Malone Featuring Ty Dolla $ign,Psycho,48,50,54,16
2018-11-24,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,49,34,55,9
2018-11-24,NF,Lie,50,52,90,3
2018-11-24,Khalid,Better,51,48,52,8
2018-11-24,Trippie Redd,Topanga,52,54,58,14
2018-11-24,Shawn Mendes X Zedd,Lost In Japan,53,42,42,2
2018-11-24,Mitchell Tenpenny,Drunk Me,54,57,66,13
2018-11-24,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,55,28,59,6
2018-11-24,Metro Boomin Featuring 21 Savage,10 Freaky Girls,56,58,67,4
2018-11-24,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,57,28,56,3
2018-11-24,Lil Baby,Close Friends,58,57,57,16
2018-11-24,Billie Eilish,When The Party's Over,59,56,61,12
2018-11-24,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,60,38,38,2
2018-11-24,Yella Beezy,That's On Me,61,44,70,18
2018-11-24,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),62,26,64,4
2018-11-24,Metro Boomin Featuring 21 Savage,Don't Come Out The House,63,51,51,2
2018-11-24,Lauren Daigle,You Say,64,63,65,11
2018-11-24,Future & Juice WRLD,Fine China,65,68,71,6
2018-11-24,Metro Boomin Featuring Gunna,Space Cadet,66,47,73,8
2018-11-24,Chris Young,Hangin' On,67,15,69,6
2018-11-24,Maren Morris,Rich,68,6,60,10
2018-11-24,French Montana Featuring Drake,No Stylist,69,13,78,9
2018-11-24,Lil Baby & Gunna Featuring Drake,Never Recover,70,74,77,5
2018-11-24,Kanye West & Lil Pump,I Love It,71,75,92,4
2018-11-24,Lil Peep & XXXTENTACION,Falling Down,72,52,74,13
2018-11-24,Trippie Redd,Love Scars 3,73,74,95,5
2018-11-24,Pardison Fontaine Featuring Cardi B,Backin' It Up,74,63,63,3
2018-11-24,Dierks Bentley Featuring Brothers Osborne,Burning Man,75,76,83,3
2018-11-24,Russell Dickerson,Blue Tacoma,76,81,89,3
2018-11-24,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,77,52,75,14
2018-11-24,Tyga & Nicki Minaj,Dip,78,83,97,2
2018-11-24,Imagine Dragons,Bad Liar,79,75,84,17
2018-11-24,Tory Lanez & Rich The Kid,Talk To Me,80,41,81,6
2018-11-24,Dean Lewis,Be Alright,81,86,86,2
2018-11-24,Quavo,W O R K I N  M E,82,2,82,7
2018-11-24,Camila Cabello,Consequences,83,25,80,6
2018-11-24,Daniel Caesar Featuring H.E.R.,Best Part,84,80,91,8
2018-11-24,Lady Gaga,Always Remember Us This Way,85,6,93,11
2018-11-24,Anuel AA & Romeo Santos,Ella Quiere Beber,86,68,-,14
2018-11-24,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,87,36,85,6
2018-11-24,6ix9ine Featuring Bobby Shmurda,STOOPID,88,46,76,14
2018-11-24,Trippie Redd Featuring Kodie Shane,Negative Energy,89,52,87,19
2018-11-24,Lil Mosey,Noticed,90,2,87,8
2018-11-24,Thomas Rhett,Sixteen,91,80,90,9
2018-11-24,Eminem Featuring Joyner Lucas,Lucky You,92,94,-,5
2018-11-24,Dustin Lynch,Good Girl,93,68,94,15
2018-11-24,Eric Church,Desperate Man,94,96,96,2
2018-11-24,Kip Moore,Last Shot,95,,,
2018-11-24,Chris Stapleton,Millionaire,96,,,
2018-11-24,Lady Gaga,I'll Never Love Again,97,,,
2018-11-24,Trippie Redd,Toxic Waste,98,,,
2018-11-24,Bryce Vine,Drew Barrymore,99,,,
2018-11-24,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,100,,,
2018-11-17,Ariana Grande,"Thank U, Next",1,,,1
2018-11-17,Maroon 5 Featuring Cardi B,Girls Like You,2,1,1,24
2018-11-17,Travis Scott,Sicko Mode,3,2,2,14
2018-11-17,Marshmello & Bastille,Happier,4,3,3,12
2018-11-17,Juice WRLD,Lucid Dreams,5,2,4,26
2018-11-17,Halsey,Without Me,6,6,9,5
2018-11-17,Post Malone,Better Now,7,3,5,28
2018-11-17,Kodak Black Featuring Travis Scott & Offset,ZEZE,8,2,6,4
2018-11-17,Sheck Wes,Mo Bamba,9,9,10,11
2018-11-17,Lil Baby & Gunna,Drip Too Hard,10,4,8,8
2018-11-17,5 Seconds Of Summer,Youngblood,11,7,7,23
2018-11-17,Panic! At The Disco,High Hopes,12,11,11,14
2018-11-17,Khalid & Normani,Love Lies,13,9,12,38
2018-11-17,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,14,14,26,8
2018-11-17,Imagine Dragons,Natural,15,13,14,16
2018-11-17,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,16,11,16,6
2018-11-17,Ella Mai,Trip,17,11,17,14
2018-11-17,"Benny Blanco, Halsey & Khalid",Eastside,18,18,18,17
2018-11-17,Bad Bunny Featuring Drake,MIA,19,5,15,4
2018-11-17,Ariana Grande,God Is A Woman,20,8,20,17
2018-11-17,Ariana Grande,Breathin,21,21,32,12
2018-11-17,Lady Gaga & Bradley Cooper,Shallow,22,5,21,6
2018-11-17,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),23,9,24,3
2018-11-17,Cardi B,Money,24,13,13,3
2018-11-17,"Cardi B, Bad Bunny & J Balvin",I Like It,25,1,19,31
2018-11-17,Tyga Featuring Offset,Taste,26,8,22,24
2018-11-17,Drake,In My Feelings,27,1,23,19
2018-11-17,Drake,Nonstop,28,2,25,19
2018-11-17,lovelytheband,Broken,29,29,29,17
2018-11-17,Lil Baby & Drake,Yes Indeed,30,6,30,26
2018-11-17,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,31,3,27,16
2018-11-17,Bazzi Featuring Camila Cabello,Beautiful,32,31,33,14
2018-11-17,Queen,Bohemian Rhapsody,33,2,-,42
2018-11-17,Lil Wayne,Uproar,34,7,36,6
2018-11-17,Bebe Rexha,I'm A Mess,35,35,39,17
2018-11-17,Cardi B Featuring Kehlani,Ring,36,28,40,16
2018-11-17,Lauv,I Like Me Better,37,27,38,39
2018-11-17,Metro Boomin Featuring 21 Savage,Don't Come Out The House,38,37,37,13
2018-11-17,Luke Combs,She Got The Best Of Me ,39,5,41,32
2018-11-17,Ella Mai,Boo'd Up,40,41,55,8
2018-11-17,Flipp Dinero,Leave Me Alone,41,21,45,35
2018-11-17,Metro Boomin Featuring 21 Savage,10 Freaky Girls,42,16,34,23
2018-11-17,Dan + Shay,Tequila,43,45,50,9
2018-11-17,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,44,1,42,36
2018-11-17,Dan + Shay,Speechless,45,18,35,26
2018-11-17,XXXTENTACION,Sad!,46,1,44,37
2018-11-17,Selena Gomez,Back To You,47,12,43,35
2018-11-17,Post Malone Featuring Ty Dolla $ign,Psycho,48,50,53,8
2018-11-17,Taylor Swift,Delicate,49,48,48,7
2018-11-17,Jimmie Allen,Best Shot,50,53,59,17
2018-11-17,Metro Boomin Featuring Gunna,Space Cadet,51,51,52,15
2018-11-17,Shawn Mendes X Zedd,Lost In Japan,52,34,56,8
2018-11-17,Kane Brown,Lose It,53,28,28,2
2018-11-17,NF,Lie,54,57,62,15
2018-11-17,Khalid,Better,55,58,61,13
2018-11-17,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,56,28,51,5
2018-11-17,Yella Beezy,That's On Me,57,6,47,9
2018-11-17,Mitchell Tenpenny,Drunk Me,58,56,57,11
2018-11-17,Lil Baby,Close Friends,59,63,83,2
2018-11-17,Kanye West & Lil Pump,I Love It,60,26,49,3
2018-11-17,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),61,63,63,10
2018-11-17,Metro Boomin Featuring Travis Scott,Overdue,62,64,64,12
2018-11-17,Tyga & Nicki Minaj,Dip,63,58,58,3
2018-11-17,Future & Juice WRLD,Fine China,64,54,54,2
2018-11-17,Chris Young,Hangin' On,65,15,60,5
2018-11-17,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,66,44,67,17
2018-11-17,Billie Eilish,When The Party's Over,67,71,77,5
2018-11-17,TakeOff,Last Memory,68,47,73,7
2018-11-17,Lil Baby & Gunna Featuring Drake,Never Recover,69,52,71,12
2018-11-17,Lauren Daigle,You Say,70,52,68,13
2018-11-17,Maren Morris,Rich,71,46,66,13
2018-11-17,Metro Boomin Featuring Swae Lee & Travis Scott,Dreamcatcher,72,77,81,4
2018-11-17,French Montana Featuring Drake,No Stylist,73,13,75,8
2018-11-17,Russell Dickerson,Blue Tacoma,74,25,65,5
2018-11-17,Quavo,W O R K I N  M E,75,41,74,5
2018-11-17,Bryce Vine,Drew Barrymore,76,2,70,6
2018-11-17,Pardison Fontaine Featuring Cardi B,Backin' It Up,77,76,76,2
2018-11-17,Lil Peep & XXXTENTACION,Falling Down,78,75,84,16
2018-11-17,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",No More,79,36,72,5
2018-11-17,6ix9ine Featuring Bobby Shmurda,STOOPID,80,52,69,18
2018-11-17,Lady Gaga,Always Remember Us This Way,81,65,86,12
2018-11-17,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,82,89,94,2
2018-11-17,Tory Lanez & Rich The Kid,Talk To Me,83,80,80,2
2018-11-17,Daniel Caesar Featuring H.E.R.,Best Part,84,80,82,7
2018-11-17,Lady Gaga,I'll Never Love Again,85,91,91,3
2018-11-17,Anuel AA & Romeo Santos,Ella Quiere Beber,86,6,85,10
2018-11-17,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,87,5,78,15
2018-11-17,Calvin Harris & Sam Smith,Promises,88,74,98,4
2018-11-17,Dean Lewis,Be Alright,89,48,87,19
2018-11-17,Trippie Redd,Topanga,90,3,88,8
2018-11-17,Lil Mosey,Noticed,91,80,90,9
2018-11-17,Dierks Bentley Featuring Brothers Osborne,Burning Man,92,94,-,5
2018-11-17,Eminem Featuring Joyner Lucas,Lucky You,93,68,94,15
2018-11-17,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,94,96,96,2
2018-11-17,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,95,,,
2018-11-17,Old Dominion,Hotel Key,96,,,
2018-11-17,Camila Cabello,Consequences,97,,,
2018-11-17,Eminem,Killshot,98,,,
2018-11-17,TakeOff,Casper,99,,,
2018-11-17,Metro Boomin Featuring Travis Scott & Young Thug,Up To Something,100,,,
2018-11-10,Maroon 5 Featuring Cardi B,Girls Like You,1,,,23
2018-11-10,Travis Scott,Sicko Mode,2,2,2,13
2018-11-10,Marshmello & Bastille,Happier,3,3,4,11
2018-11-10,Juice WRLD,Lucid Dreams,4,2,3,25
2018-11-10,Post Malone,Better Now,5,3,5,27
2018-11-10,Kodak Black Featuring Travis Scott & Offset,ZEZE,6,2,6,3
2018-11-10,5 Seconds Of Summer,Youngblood,7,7,7,22
2018-11-10,Lil Baby & Gunna,Drip Too Hard,8,4,8,7
2018-11-10,Halsey,Without Me,9,9,12,4
2018-11-10,Sheck Wes,Mo Bamba,10,10,16,10
